"date/time","Water Temp","Water Depth, ft","Streamflow, ft3/s"
2022-12-09 10:07:00,7.583,1.349,0.211728599
2022-12-09 10:07:00,7.56,1.349,0.211728599
2022-12-09 10:22:00,7.619,1.348,0.208478445
2022-12-09 10:37:00,7.667,1.346,0.202110731
2022-12-09 10:52:00,7.658,1.347,0.205272483
2022-12-09 11:07:00,7.728,1.345,0.198993207
2022-12-09 11:22:00,7.836,1.345,0.198993207
2022-12-09 11:37:00,7.922,1.342,0.18990619
2022-12-09 11:52:00,8.017,1.343,0.192890918
2022-12-09 12:07:00,8.071,1.341,0.186965764
2022-12-09 12:22:00,8.183,1.341,0.186965764
2022-12-09 12:37:00,8.252,1.34,0.184069659
2022-12-09 12:52:00,8.313,1.337,0.175647453
2022-12-09 13:07:00,8.402,1.338,0.178410485
2022-12-09 13:22:00,8.481,1.336,0.172928815
2022-12-09 13:37:00,8.545,1.337,0.175647453
2022-12-09 13:52:00,8.572,1.336,0.172928815
2022-12-09 14:07:00,8.618,1.335,0.170254591
2022-12-09 14:22:00,8.669,1.336,0.172928815
2022-12-09 14:37:00,8.729,1.337,0.175647453
2022-12-09 14:52:00,8.78,1.335,0.170254591
2022-12-09 15:07:00,8.793,1.334,0.167624798
2022-12-09 15:22:00,8.811,1.333,0.165039455
2022-12-09 15:37:00,8.818,1.336,0.172928815
2022-12-09 15:52:00,8.808,1.332,0.162498581
2022-12-09 16:07:00,8.815,1.333,0.165039455
2022-12-09 16:22:00,8.853,1.33,0.157550313
2022-12-09 16:37:00,8.818,1.332,0.162498581
2022-12-09 16:52:00,8.819,1.332,0.162498581
2022-12-09 17:07:00,8.809,1.332,0.162498581
2022-12-09 17:22:00,8.844,1.33,0.157550313
2022-12-09 17:37:00,8.824,1.33,0.157550313
2022-12-09 17:52:00,8.814,1.33,0.157550313
2022-12-09 18:07:00,8.827,1.33,0.157550313
2022-12-09 18:22:00,8.79,1.33,0.157550313
2022-12-09 18:37:00,8.763,1.327,0.150461886
2022-12-09 18:52:00,8.785,1.327,0.150461886
2022-12-09 19:07:00,8.744,1.327,0.150461886
2022-12-09 19:22:00,8.72,1.329,0.155142955
2022-12-09 19:37:00,8.709,1.327,0.150461886
2022-12-09 19:52:00,8.708,1.326,0.148188211
2022-12-09 20:07:00,8.741,1.325,0.145959134
2022-12-09 20:22:00,8.707,1.326,0.148188211
2022-12-09 20:37:00,8.738,1.325,0.145959134
2022-12-09 20:52:00,8.721,1.325,0.145959134
2022-12-09 21:07:00,8.702,1.323,0.141634849
2022-12-09 21:22:00,8.722,1.319,0.133522265
2022-12-09 21:37:00,8.698,1.327,0.150461886
2022-12-09 21:52:00,8.712,1.326,0.148188211
2022-12-09 22:07:00,8.713,1.324,0.143774674
2022-12-09 22:22:00,8.721,1.323,0.141634849
2022-12-09 22:37:00,8.694,1.319,0.133522265
2022-12-09 22:52:00,8.718,1.324,0.143774674
2022-12-09 23:07:00,8.706,1.321,0.137489176
2022-12-09 23:22:00,8.751,1.318,0.131605892
2022-12-09 23:37:00,8.747,1.32,0.135483366
2022-12-09 23:52:00,8.736,1.32,0.135483366
2022-12-10 00:07:00,8.777,1.319,0.133522265
2022-12-10 00:22:00,8.73,1.32,0.135483366
2022-12-10 00:37:00,8.734,1.32,0.135483366
2022-12-10 00:52:00,8.756,1.318,0.131605892
2022-12-10 01:07:00,8.796,1.316,0.1279074
2022-12-10 01:22:00,8.809,1.316,0.1279074
2022-12-10 01:37:00,8.818,1.316,0.1279074
2022-12-10 01:52:00,8.864,1.316,0.1279074
2022-12-10 02:07:00,8.863,1.319,0.133522265
2022-12-10 02:22:00,8.861,1.319,0.133522265
2022-12-10 02:37:00,8.899,1.319,0.133522265
2022-12-10 02:52:00,8.916,1.315,0.126125319
2022-12-10 03:07:00,8.947,1.313,0.122695579
2022-12-10 03:22:00,8.967,1.317,0.129734264
2022-12-10 03:37:00,8.99,1.315,0.126125319
2022-12-10 03:52:00,9.02,1.317,0.129734264
2022-12-10 04:07:00,9.031,1.318,0.131605892
2022-12-10 04:22:00,9.071,1.314,0.124388039
2022-12-10 04:37:00,9.075,1.314,0.124388039
2022-12-10 04:52:00,9.103,1.316,0.1279074
2022-12-10 05:07:00,9.123,1.318,0.131605892
2022-12-10 05:22:00,9.139,1.319,0.133522265
2022-12-10 05:37:00,9.184,1.322,0.139539677
2022-12-10 05:52:00,9.198,1.328,0.15278014
2022-12-10 06:07:00,9.277,1.338,0.178410485
2022-12-10 06:22:00,9.339,1.337,0.175647453
2022-12-10 06:37:00,9.354,1.364,0.265771293
2022-12-10 06:52:00,9.436,1.379,0.329690507
2022-12-10 07:07:00,9.494,1.375,0.311683203
2022-12-10 07:22:00,9.576,1.375,0.311683203
2022-12-10 07:37:00,9.612,1.385,0.358009647
2022-12-10 07:52:00,9.726,1.38,0.334301426
2022-12-10 08:07:00,9.836,1.372,0.29863643
2022-12-10 08:22:00,9.903,1.371,0.294374977
2022-12-10 08:37:00,9.988,1.373,0.302941631
2022-12-10 08:52:00,10.041,1.372,0.29863643
2022-12-10 09:07:00,10.16,1.367,0.27776701
2022-12-10 09:22:00,10.179,1.361,0.254170637
2022-12-10 09:37:00,10.245,1.36,0.250391629
2022-12-10 09:52:00,10.305,1.359,0.24665659
2022-12-10 10:07:00,10.33,1.356,0.235715478
2022-12-10 10:22:00,10.369,1.363,0.261860487
2022-12-10 10:37:00,10.417,1.366,0.273724573
2022-12-10 10:52:00,10.486,1.38,0.334301426
2022-12-10 11:07:00,10.423,1.476,0.977226054
2022-12-10 11:22:00,10.373,1.577,2.069433369
2022-12-10 11:37:00,10.577,1.695,3.86043653
2022-12-10 11:52:00,10.996,1.756,4.994462149
2022-12-10 12:07:00,11.398,1.713,4.180635154
2022-12-10 12:22:00,11.463,1.657,3.224788929
2022-12-10 12:37:00,11.435,1.627,2.762161873
2022-12-10 12:52:00,11.366,1.613,2.558261695
2022-12-10 13:07:00,11.24,1.644,3.020035822
2022-12-10 13:22:00,11.228,1.656,3.208807289
2022-12-10 13:37:00,11.18,1.682,3.636788101
2022-12-10 13:52:00,11.213,1.678,3.569263948
2022-12-10 14:07:00,11.233,1.658,3.240809051
2022-12-10 14:22:00,11.258,1.654,3.176959524
2022-12-10 14:37:00,11.212,1.643,3.004556111
2022-12-10 14:52:00,11.142,1.646,3.051111386
2022-12-10 15:07:00,11.089,1.649,3.098014817
2022-12-10 15:22:00,11.057,1.654,3.176959524
2022-12-10 15:37:00,11,1.651,3.129476943
2022-12-10 15:52:00,10.966,1.654,3.176959524
2022-12-10 16:07:00,10.917,1.657,3.224788929
2022-12-10 16:22:00,10.91,1.659,3.256867634
2022-12-10 16:37:00,10.89,1.65,3.113726575
2022-12-10 16:52:00,10.885,1.65,3.113726575
2022-12-10 17:07:00,10.907,1.646,3.051111386
