Project,Study Area,Transect Name,Point Name,Protocol,Date,Start Time,End Time,Sample Number,Sample Distance,Sample Bearing,Ring Infiltrometer Diameter,Water Volume,Bulk Density Diameter,Bulk Density Height,Carbon 0-10 cm,Clay 0-10 cm,Sand 0-10 cm,Silt 0-10 cm,Carbon 10-40 cm,Clay 10-40 cm,Sand 10-40 cm,Silt 10-40 cm,Grazed This Year,Bare Ground,Litter Depth,Catenal Position,Water Infiltration Time 1,Water Infiltration Time 2,Water Infiltration Time 3,Water Infiltration Time 4,Extrapolated,Bulk Density Wet Wt,Bulk Density Dry Wt,Bulk Density Rock Wt,Bulk Density Rock Vol,Max Depth,Researcher,Other Observers Count,Other Observers Names,Event Remarks,Observation Remarks,Status
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,2/19/2015,,,3,557722,4125107,15.2,450,5.1,7.5,5,0,0,0,2.2,42.5,17.5,40,0,4,2,,0:00:03,0:00:04,0:00:00,,0,155.1,0,0,0,38,"Preston, Mel",0,,SCRUB; Bulk densities not processed b/c PO oil; distance from pt is in  GPS coords as impossible to pace or take a bearing in scrub.,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,2/19/2015,,,4,557758,4125075,15.2,450,5.1,7.5,5,0,0,0,2.2,42.5,17.5,40,0,2,2,,0:00:04,0:00:07,0:00:00,,0,182.4,0,0,0,38,"Preston, Mel",0,,SCRUB; Bulk densities not processed b/c PO oil; distance from pt is in  GPS coords as impossible to pace or take a bearing in scrub.,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,2/19/2015,,,5,557718,4125063,15.2,450,5.1,7.5,5,0,0,0,2.2,42.5,17.5,40,0,0,4,,0:00:06,0:00:06,0:00:00,,0,124.4,0,0,0,38,"Preston, Mel",0,,SCRUB; Bulk densities not processed b/c PO oil; distance from pt is in  GPS coords as impossible to pace or take a bearing in scrub.,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,1/17/2018,,,1,557795,4125085,15.2,450,5.1,7.5,6.2,0,0,0,2.3,36.2,26.2,37.5,0,22,0.3,MS,0:00:11,,,,0,175.9,139.5,3.4,3,40,"Weverka, Jacob",0,,"Scrubby, full of BAPI and TODI in South facing slope. Some Doug firs in point, UTMs, not dist/deg.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,1/17/2018,,,2,557783,4125062,15.2,450,5.1,7.5,6.2,0,0,0,2.3,36.2,26.2,37.5,0,7,1,MS,0:00:07,,,,0,181.2,137.4,0,0,40,"Weverka, Jacob",0,,"Scrubby, full of BAPI and TODI in South facing slope. Some Doug firs in point, UTMs, not dist/deg.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,1/17/2018,,,3,557722,4125107,15.2,450,5.1,7.5,6.2,0,0,0,2.3,36.2,26.2,37.5,0,24,0,MS,0:00:02,,,,0,223.6,155,11.4,6,40,"Weverka, Jacob",0,,"Scrubby, full of BAPI and TODI in South facing slope. Some Doug firs in point, UTMs, not dist/deg.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,1/17/2018,,,4,557758,4125075,15.2,450,5.1,7.5,6.2,0,0,0,2.3,36.2,26.2,37.5,0,9,1,MS,0:00:05,,,,0,167.8,133.4,0,0,40,"Weverka, Jacob",0,,"Scrubby, full of BAPI and TODI in South facing slope. Some Doug firs in point, UTMs, not dist/deg.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-161,RMN_SOIL_SAMPLE_V1,1/17/2018,,,5,557718,4125063,15.2,450,5.1,7.5,6.2,0,0,0,2.3,36.2,26.2,37.5,0,0,4,MS,0:00:02,,,,0,161.2,85,43.3,20,40,"Weverka, Jacob",0,,"Scrubby, full of BAPI and TODI in South facing slope. Some Doug firs in point, UTMs, not dist/deg.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/12/2015,,,1,20,186,15.2,450,5.1,7.5,3.4,38.8,26.2,35,2,41.2,26.2,32.5,1,30,0.5,,0:02:44,0:05:29,0:00:00,,0,224.4,120.8,76.9,40,36,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/12/2015,,,2,14,0,15.2,450,5.1,7.5,3.4,38.8,26.2,35,2,41.2,26.2,32.5,1,14,1,,0:00:19,0:00:42,0:00:00,,0,238,183.5,2.5,2,37,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/12/2015,,,3,2,117,15.2,450,5.1,7.5,3.4,38.8,26.2,35,2,41.2,26.2,32.5,1,32,0.8,,0:00:20,0:20:24,0:00:00,,0,253,110.6,113.5,57,36,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/12/2015,,,4,31,196,15.2,450,5.1,7.5,3.4,38.8,26.2,35,2,41.2,26.2,32.5,1,29,1.5,,0:00:15,0:01:00,0:00:00,,0,221.2,174.7,7.5,6,38,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/12/2015,,,5,26,266,15.2,450,5.1,7.5,3.4,38.8,26.2,35,2,41.2,26.2,32.5,1,55,0.1,,0:01:41,0:03:23,0:00:00,,0,214,124.8,61.3,33,38,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/26/2018,,,1,20,186,15.2,450,5.1,7.5,2.3,0,0,0,2.1,37.5,27.5,35,1,0,2,MS,0:00:09,,,,0,183.5,110.4,32.9,18,40,"Weverka, Jacob",0,,"W and SW facing slope, shallow rocky soil w/ rodent activity, on edge of brush. Some doug firs in point",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/26/2018,,,2,14,0,15.2,450,5.1,7.5,2.3,0,0,0,2.1,37.5,27.5,35,1,6,1,MS,0:00:09,,,,0,225.3,159.5,5.5,4,40,"Weverka, Jacob",0,,"W and SW facing slope, shallow rocky soil w/ rodent activity, on edge of brush. Some doug firs in point",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/26/2018,,,3,2,117,15.2,450,5.1,7.5,2.3,0,0,0,2.1,37.5,27.5,35,1,5,1,MS,0:00:16,,,,0,235.2,131.2,52.8,29,40,"Weverka, Jacob",0,,"W and SW facing slope, shallow rocky soil w/ rodent activity, on edge of brush. Some doug firs in point",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/26/2018,,,4,31,196,15.2,450,5.1,7.5,2.3,0,0,0,2.1,37.5,27.5,35,1,4,2,MS,0:00:32,,,,0,191.5,130.8,16.7,10,40,"Weverka, Jacob",0,,"W and SW facing slope, shallow rocky soil w/ rodent activity, on edge of brush. Some doug firs in point",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-169,RMN_SOIL_SAMPLE_V1,1/26/2018,,,5,26,266,15.2,450,5.1,7.5,2.3,0,0,0,2.1,37.5,27.5,35,1,10,0.5,MS,0:02:26,,,,0,237,142.2,51.9,28,40,"Weverka, Jacob",0,,"W and SW facing slope, shallow rocky soil w/ rodent activity, on edge of brush. Some doug firs in point",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/12/2015,,,1,43,302,15.2,450,5.1,7.5,3.2,30,36.2,33.8,2.3,30,37.5,32.5,1,1,3,,0:00:17,0:00:26,0:00:00,,0,276.3,212.7,0,0,35,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/12/2015,,,2,45,295,15.2,450,5.1,7.5,3.2,30,36.2,33.8,2.3,30,37.5,32.5,1,3,1,,0:00:05,0:00:08,0:00:00,,0,255.3,209.6,0.6,0,38,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/12/2015,,,3,37,350,15.2,450,5.1,7.5,3.2,30,36.2,33.8,2.3,30,37.5,32.5,1,1,2,,0:00:09,0:00:18,0:00:00,,0,227.3,187.7,0.5,0,36,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/12/2015,,,4,48,136,15.2,450,5.1,7.5,3.2,30,36.2,33.8,2.3,30,37.5,32.5,1,1,1.5,,0:00:20,0:01:07,0:00:00,,0,217.9,183.4,1.8,1,36,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/12/2015,,,5,38,223,15.2,450,5.1,7.5,3.2,30,36.2,33.8,2.3,30,37.5,32.5,1,28,0.5,,0:00:15,0:00:24,0:00:00,,0,247.1,204,0.5,0,39,"Preston, Mel",0,,,,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/26/2018,,,1,43,302,15.2,450,5.1,7.5,2.9,0,0,0,2.1,31.2,36.2,32.5,1,0,1,SH,0:02:09,,,,0,251,179,0,0,40,"Weverka, Jacob",0,,"Ridge top with most points W-facing on western slope, only point #4 on eastern slope. Grassland moderately colonized by coyote brush. Lovely ocean view.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/26/2018,,,2,45,295,15.2,450,5.1,7.5,2.9,0,0,0,2.1,31.2,36.2,32.5,1,0,0.5,SH,0:02:49,,,,0,240.5,172.9,1.1,1,40,"Weverka, Jacob",0,,"Ridge top with most points W-facing on western slope, only point #4 on eastern slope. Grassland moderately colonized by coyote brush. Lovely ocean view.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/26/2018,,,3,37,350,15.2,450,5.1,7.5,2.9,0,0,0,2.1,31.2,36.2,32.5,1,0,1,CR,0:00:11,,,,0,240.7,173.3,0,0,40,"Weverka, Jacob",0,,"Ridge top with most points W-facing on western slope, only point #4 on eastern slope. Grassland moderately colonized by coyote brush. Lovely ocean view.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/26/2018,,,4,48,136,15.2,450,5.1,7.5,2.9,0,0,0,2.1,31.2,36.2,32.5,1,6,0.3,SH,0:00:15,,,,0,251.3,190.1,0,0,40,"Weverka, Jacob",0,,"Ridge top with most points W-facing on western slope, only point #4 on eastern slope. Grassland moderately colonized by coyote brush. Lovely ocean view.",,RAW
TOMKAT,SMA-11-01,TOKA,TOKA-170,RMN_SOIL_SAMPLE_V1,1/26/2018,,,5,38,223,15.2,450,5.1,7.5,2.9,0,0,0,2.1,31.2,36.2,32.5,1,0,1,SH,0:00:18,,,,0,205.3,151.4,0,0,40,"Weverka, Jacob",0,,"Ridge top with most points W-facing on western slope, only point #4 on eastern slope. Grassland moderately colonized by coyote brush. Lovely ocean view.",,RAW
